control_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,angular_vel_x,angular_vel_y,angular_vel_z,local_sp_x,local_sp_y,local_sp_z,local_sp_yaw,local_sp_vx,local_sp_vy,local_sp_vz,local_sp_ax,local_sp_ay,local_sp_az,local_sp_yawspeed,att_sp_qw,att_sp_qx,att_sp_qy,att_sp_qz,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_sp_thrust_x,rate_sp_thrust_y,rate_sp_thrust_z,target_x,target_y,target_z,target_yaw,phase,event,hover_thrust,hover_thrust_valid,takeoff_state,takeoff_tilt_limit,landed,ground_contact,maybe_landed,thrust_sp_x,thrust_sp_y,thrust_sp_z,torque_sp_x,torque_sp_y,torque_sp_z,actuator_motor_0,actuator_motor_1,actuator_motor_2,actuator_motor_3,actuator_motor_4,actuator_motor_5,actuator_motor_6,actuator_motor_7,actuator_motor_8,actuator_motor_9,actuator_motor_10,actuator_motor_11
0.252073,0.0118552,0.00301816,0.0532571,0.00351836,0.00401924,-0.00240736,-0.0198124,-0.0412791,-0.0133887,0.00181096,-0.00341138,0.0305693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792261,0.165008,0.000929556,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0123075,0.0235298,-0.000196995,0.0019854,0,0.0020073,7.30218e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.260245,0.0118615,0.0030507,0.0533676,0.00525213,0.00448708,-0.00198654,-0.0198533,-0.0413301,-0.0129518,-0.00250001,-0.00673124,0.0489462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079503,0.165385,0.00052786,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0123075,0.0235298,-0.000196995,0.0019854,0,0.0020073,7.30218e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.267327,0.0118647,0.0030844,0.0534764,0.00465803,0.00482041,-0.00152912,-0.0198905,-0.0413073,-0.0125934,-0.00242355,0.00169144,0.0401263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079503,0.165385,0.00052786,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0135136,0.0289501,-0.00113322,0.00198183,0,0.00200909,9.08861e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.281192,0.0118743,0.00311941,0.0535763,0.00456462,0.00345201,-0.00154546,-0.0199371,-0.0413422,-0.0125033,-0.00470118,-0.00414013,0.0101517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079528,0.16534,0.00148287,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0110699,0.0242861,-0.00189262,0.0019849,0,0.00200755,7.5499e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.285522,0.0118851,0.00317346,0.0537706,0.00483497,0.00345742,-0.00251238,-0.0198917,-0.0413014,-0.0133342,0.000872788,0.00908233,-0.0616689,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.079528,0.16534,0.00148287,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0110699,0.0242861,-0.00189262,0.0019849,0,0.00200755,7.5499e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.297721,0.0118976,0.00320411,0.0538632,0.00550094,0.00561123,-0.00119154,-0.0198293,-0.0412428,-0.0138997,0.00444638,0.00776521,-0.0629181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792973,0.164952,0.00272778,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0111475,0.0226339,-0.000672252,0.00198599,0,0.002007,7.00583e-06,nan,nan,nan,nan,nan,nan,nan,nan
0.306997,0.0119242,0.00325205,0.0539516,0.00620404,0.00624692,-0.00223428,-0.0197346,-0.0413051,-0.0144112,0.00827202,-0.00585341,-0.0568566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792973,0.164952,0.00272778,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0105127,0.0255634,0.00226218,0.00199203,7.97141e-06,0.002,0,nan,nan,nan,nan,nan,nan,nan,nan
0.3207,0.0119581,0.00331455,0.0540359,0.00823144,0.00920044,-0.00216735,-0.0197032,-0.0413101,-0.0147114,0.00218785,6.32354e-05,-0.0332294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0787843,0.165225,0.00197974,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0119291,0.0270432,0.00309171,0.00199154,8.46153e-06,0.002,6.64273e-11,nan,nan,nan,nan,nan,nan,nan,nan
0.325501,0.0120109,0.0033972,0.0541305,0.00994196,0.0108255,-0.00102338,-0.0197077,-0.0413733,-0.0146904,-0.000337486,-0.00712506,0.00237508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0787843,0.165225,0.00197974,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0119291,0.0270432,0.00309171,0.00199154,8.46153e-06,0.002,6.64273e-11,nan,nan,nan,nan,nan,nan,nan,nan
0.340241,0.0120719,0.00349371,0.0542239,0.0118912,0.0129254,-0.00152955,-0.019765,-0.0413593,-0.0144059,-0.00495913,0.000875254,0.0316815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0792967,0.16596,0.000567925,0,0,-0.001,0.0128488,0.00210618,-1,-0.0135728,Idle,,nan,nan,nan,nan,1,1,1,0,0,-0.001,0.0146105,0.0291757,0.00205706,0.00199084,9.16398e-06,0.002,1.08342e-10,nan,nan,nan,nan,nan,nan,nan,nan
