timestamp_us,px,py,pz,qw,qx,qy,qz
254045446,-0.0326022,0.0339435,1.05509,0.99695,-0.00257432,-0.0017212,-0.0779761
254208878,-0.0331044,0.0355749,1.05843,0.99695,-0.00385738,-0.00415349,-0.0778324
254385866,-0.0335474,0.0326051,1.05144,0.996955,-0.00315529,-0.00214102,-0.0778826
254596251,-0.0334695,0.0331303,1.05422,0.996962,-0.00195356,-0.000431224,-0.0778661
254754092,-0.0325736,0.0332122,1.05563,0.996973,-0.00261401,-0.00207115,-0.0776736
254945555,-0.0321732,0.0339081,1.05814,0.996967,-0.00268407,-0.0007666,-0.0777802
255085175,-0.032168,0.0325998,1.05185,0.996989,-0.00257022,-1.85201e-05,-0.0775065
255265117,-0.0293725,0.0309887,1.04641,0.996975,-0.00445019,-0.00492067,-0.0774385
255475294,-0.028163,0.0309451,1.04923,0.996999,-0.00341174,-0.00407096,-0.0772291
255655738,-0.0275745,0.0285648,1.04892,0.997,-0.001834,0.000414517,-0.0773746
255835914,-0.0253258,0.0271793,1.04982,0.997012,-0.00360284,-0.00260345,-0.077122
255986328,-0.0240763,0.0245058,1.04795,0.997025,-0.00411086,-0.0017492,-0.0769511
256150249,-0.0223826,0.0229202,1.04738,0.997032,-0.00468562,-0.00300186,-0.0767914
256346878,-0.0213917,0.0227566,1.04966,0.997027,-0.00484173,-0.00414593,-0.0767921
256540907,-0.02121,0.0236712,1.05188,0.997063,-0.00384013,-0.00231415,-0.0764526
256685111,-0.0200362,0.0220883,1.05104,0.997073,-0.00420612,-0.00282024,-0.0762818
256837144,-0.020296,0.0214335,1.05041,0.997103,-0.00202243,0.00172365,-0.0760162
257008798,-0.0172781,0.0197088,1.04855,0.997097,-0.00425892,-0.00490555,-0.0758652
257217837,-0.015119,0.018179,1.04649,0.997109,-0.00447195,-0.00450499,-0.075721
257365770,-0.0158796,0.0156149,1.03617,0.997132,-0.00450432,-0.00203858,-0.0755224
257565332,-0.0153498,0.0163842,1.04288,0.997142,-0.00345822,-0.000292919,-0.0754701
257715686,-0.0131225,0.014673,1.04287,0.997163,-0.00195512,0.00057644,-0.0752482
257883981,-0.00916617,0.0142251,1.04845,0.997153,-0.0037678,-0.00509401,-0.0751364
258026458,-0.00835212,0.0135915,1.04462,0.997166,-0.00506783,-0.00449144,-0.0749218
258226067,-0.00529203,0.0115549,1.04265,0.997163,-0.00489937,-0.0040513,-0.0750062
258355253,-0.00260508,0.0107455,1.04043,0.997163,-0.00465573,-0.00671282,-0.074833
258495248,-0.00193922,0.00827327,1.04204,0.997177,-0.0045683,-0.00543591,-0.0747558
258659207,-0.00155482,0.00740228,1.04226,0.997198,-0.00445644,-0.00361797,-0.0745844
258817290,-0.00277183,0.00569284,1.03539,0.997218,-0.00386488,-0.00159618,-0.074422
258985675,-0.00132705,0.00400289,1.03279,0.997212,-0.00451175,-0.00241922,-0.0744424
259166586,-3.22472e-05,0.00356527,1.0342,0.997229,-0.00483021,-0.00295,-0.074171
259325708,0.000687056,0.00313034,1.03746,0.997234,-0.00547553,-0.00319819,-0.0740514
259476403,0.00121989,0.00297571,1.03396,0.997247,-0.00426777,-0.00214699,-0.0739944
259677798,0.00239001,0.00346099,1.03817,0.997244,-0.00376636,-0.00333772,-0.0740188
259835677,0.00229828,0.00259945,1.03413,0.997239,-0.00476893,-0.00395167,-0.0739965
260009466,0.00276632,0.00419319,1.033,0.997243,-0.00465846,-0.00368728,-0.0739735
260175633,0.00119361,0.00389038,1.02617,0.997256,-0.00469603,-0.00308637,-0.0738186
260375594,7.18075e-05,0.00449771,1.02789,0.997266,-0.00483543,-0.0036615,-0.0736476
260556804,-0.00203844,0.00541812,1.03298,0.99727,-0.00435514,-0.00374825,-0.0736136
260719827,-0.00387217,0.00729391,1.02869,0.997265,-0.00398279,-0.0018398,-0.0737846
